code_atu,description,source_url
K1040,Dupe otherwise,https://www.ruthenia.ru/folklore/thompson/k.htm
K1080,Persons duped,https://www.ruthenia.ru/folklore/thompson/k.htm
K1110,Deceptions into,https://www.ruthenia.ru/folklore/thompson/k.htm
K1200,Deception into,https://www.ruthenia.ru/folklore/thompson/k.htm
K1210,Humiliated or,https://www.ruthenia.ru/folklore/thompson/k.htm
K1240,Deception into,https://www.ruthenia.ru/folklore/thompson/k.htm
K1300,Seduction.,https://www.ruthenia.ru/folklore/thompson/k.htm
K1310,Seduction by,https://www.ruthenia.ru/folklore/thompson/k.htm
K1330,Girl tricked into,https://www.ruthenia.ru/folklore/thompson/k.htm
K1340,Entrance into,https://www.ruthenia.ru/folklore/thompson/k.htm
K1350,Woman persuaded,https://www.ruthenia.ru/folklore/thompson/k.htm
K1380,Seductions--miscellaneous.,https://www.ruthenia.ru/folklore/thompson/k.htm
K1400,Dupe‘s property destroyed.,https://www.ruthenia.ru/folklore/thompson/k.htm
K1410,Dupe’s goods destroyed.,https://www.ruthenia.ru/folklore/thompson/k.htm
K1440,Dupe‘s animals destroyed or maimed.,https://www.ruthenia.ru/folklore/thompson/k.htm
K1460,Members of dupe’s family killed.,https://www.ruthenia.ru/folklore/thompson/k.htm
K1500,Deception,https://www.ruthenia.ru/folklore/thompson/k.htm
K1510,Adulteress,https://www.ruthenia.ru/folklore/thompson/k.htm
K1550,Husband outwits,https://www.ruthenia.ru/folklore/thompson/k.htm
K1570,Trickster outwits,https://www.ruthenia.ru/folklore/thompson/k.htm
K1580,Other deceits,https://www.ruthenia.ru/folklore/thompson/k.htm
K1600,Deceiver falls into,https://www.ruthenia.ru/folklore/thompson/k.htm
K1610,Deceiver falls,https://www.ruthenia.ru/folklore/thompson/k.htm
K1700,Deception through,https://www.ruthenia.ru/folklore/thompson/k.htm
K1710,Ogre (large,https://www.ruthenia.ru/folklore/thompson/k.htm
K1760,Other bluffs.,https://www.ruthenia.ru/folklore/thompson/k.htm
K1800,Deception by,https://www.ruthenia.ru/folklore/thompson/k.htm
K1810,Deception by,https://www.ruthenia.ru/folklore/thompson/k.htm
K1840,Deception by,https://www.ruthenia.ru/folklore/thompson/k.htm
K1860,Deception by,https://www.ruthenia.ru/folklore/thompson/k.htm
K1870,Illusions.,https://www.ruthenia.ru/folklore/thompson/k.htm
K1890,Other deceptions,https://www.ruthenia.ru/folklore/thompson/k.htm
K1900,Impostures.,https://www.ruthenia.ru/folklore/thompson/k.htm
K1910,Marital,https://www.ruthenia.ru/folklore/thompson/k.htm
K1920,Substituted,https://www.ruthenia.ru/folklore/thompson/k.htm
K1930,Treacherous,https://www.ruthenia.ru/folklore/thompson/k.htm
K1950,Sham prowess.,https://www.ruthenia.ru/folklore/thompson/k.htm
K1970,Sham miracles.,https://www.ruthenia.ru/folklore/thompson/k.htm
K1980,Other impostures.,https://www.ruthenia.ru/folklore/thompson/k.htm
K2165,Sham blind man,https://www.ruthenia.ru/folklore/thompson/k.htm
K2000,Hypocrites.,https://www.ruthenia.ru/folklore/thompson/k.htm
K2010,Hypocrite,https://www.ruthenia.ru/folklore/thompson/k.htm
K2030,Double dealers.,https://www.ruthenia.ru/folklore/thompson/k.htm
K2050,Pretended virtue.,https://www.ruthenia.ru/folklore/thompson/k.htm
K1912,The false,https://www.ruthenia.ru/folklore/thompson/k.htm
K2060,Detection of,https://www.ruthenia.ru/folklore/thompson/k.htm
K2090,Other,https://www.ruthenia.ru/folklore/thompson/k.htm
K2100,False accusation.,https://www.ruthenia.ru/folklore/thompson/k.htm
K2110,Slanders.,https://www.ruthenia.ru/folklore/thompson/k.htm
K2130,Trouble-makers.,https://www.ruthenia.ru/folklore/thompson/k.htm
K2150,Innocent made to,https://www.ruthenia.ru/folklore/thompson/k.htm
K2200,Villains and,https://www.ruthenia.ru/folklore/thompson/k.htm
K2210,Treacherous,https://www.ruthenia.ru/folklore/thompson/k.htm
K2220,Treacherous,https://www.ruthenia.ru/folklore/thompson/k.htm
K2230,Treacherous,https://www.ruthenia.ru/folklore/thompson/k.htm
K2240,Treacherous,https://www.ruthenia.ru/folklore/thompson/k.htm
K2250,Treacherous,https://www.ruthenia.ru/folklore/thompson/k.htm
K2260,Dark traitors.,https://www.ruthenia.ru/folklore/thompson/k.htm
K2270,Deformed,https://www.ruthenia.ru/folklore/thompson/k.htm
K2280,Treacherous,https://www.ruthenia.ru/folklore/thompson/k.htm
K2290,Other villains,https://www.ruthenia.ru/folklore/thompson/k.htm
K2300,Other deceptions.,https://www.ruthenia.ru/folklore/thompson/k.htm
K2310,Deception by,https://www.ruthenia.ru/folklore/thompson/k.htm
K2320,Deception by,https://www.ruthenia.ru/folklore/thompson/k.htm
K2350,Military,https://www.ruthenia.ru/folklore/thompson/k.htm
K2370,Miscellaneous,https://www.ruthenia.ru/folklore/thompson/k.htm
L0,Victorious youngest,https://www.ruthenia.ru/folklore/thompson/l.htm
L10,Victorious youngest,https://www.ruthenia.ru/folklore/thompson/l.htm
L50,Victorious youngest,https://www.ruthenia.ru/folklore/thompson/l.htm
L100,Unpromising hero,https://www.ruthenia.ru/folklore/thompson/l.htm
L110,Types of,https://www.ruthenia.ru/folklore/thompson/l.htm
L130,Abode of,https://www.ruthenia.ru/folklore/thompson/l.htm
L140,The unpromising,https://www.ruthenia.ru/folklore/thompson/l.htm
L160,Success of the,https://www.ruthenia.ru/folklore/thompson/l.htm
L200,Modesty brings,https://www.ruthenia.ru/folklore/thompson/l.htm
L210,Modest choice best,https://www.ruthenia.ru/folklore/thompson/l.htm
L220,Modest request,https://www.ruthenia.ru/folklore/thompson/l.htm
L250,Modest business,https://www.ruthenia.ru/folklore/thompson/l.htm
L300,Triumph of the,https://www.ruthenia.ru/folklore/thompson/l.htm
L310,Weak overcomes,https://www.ruthenia.ru/folklore/thompson/l.htm
L330,Easy escape of,https://www.ruthenia.ru/folklore/thompson/l.htm
L350,Mildness triumphs,https://www.ruthenia.ru/folklore/thompson/l.htm
L390,Triumph of the,https://www.ruthenia.ru/folklore/thompson/l.htm
L400,Pride brought low,https://www.ruthenia.ru/folklore/thompson/l.htm
L410,Proud ruler,https://www.ruthenia.ru/folklore/thompson/l.htm
L420,Overweening,https://www.ruthenia.ru/folklore/thompson/l.htm
L430,Arrogance repaid,https://www.ruthenia.ru/folklore/thompson/l.htm
L450,Proud animal less,https://www.ruthenia.ru/folklore/thompson/l.htm
L460,Pride brought,https://www.ruthenia.ru/folklore/thompson/l.htm
L0,Victorious youngest,https://www.ruthenia.ru/folklore/thompson/l.htm
L10,Victorious youngest,https://www.ruthenia.ru/folklore/thompson/l.htm
L50,Victorious youngest,https://www.ruthenia.ru/folklore/thompson/l.htm
L50,apply to this motif.,https://www.ruthenia.ru/folklore/thompson/l.htm
L70,Youngest of group,https://www.ruthenia.ru/folklore/thompson/l.htm
L100,Unpromising hero,https://www.ruthenia.ru/folklore/thompson/l.htm
L110,Types of,https://www.ruthenia.ru/folklore/thompson/l.htm
L130,Abode of,https://www.ruthenia.ru/folklore/thompson/l.htm
L140,The unpromising,https://www.ruthenia.ru/folklore/thompson/l.htm
L160,Success of the,https://www.ruthenia.ru/folklore/thompson/l.htm
L200,Modesty brings,https://www.ruthenia.ru/folklore/thompson/l.htm
L210,Modest choice,https://www.ruthenia.ru/folklore/thompson/l.htm
L220,Modest request,https://www.ruthenia.ru/folklore/thompson/l.htm
L250,Modest business,https://www.ruthenia.ru/folklore/thompson/l.htm
L290,Modesty brings,https://www.ruthenia.ru/folklore/thompson/l.htm
L300,Triumph of the,https://www.ruthenia.ru/folklore/thompson/l.htm
L310,Weak overcomes,https://www.ruthenia.ru/folklore/thompson/l.htm
L330,Easy escape of,https://www.ruthenia.ru/folklore/thompson/l.htm
L350,Mildness triumphs,https://www.ruthenia.ru/folklore/thompson/l.htm
L390,Triumph of the,https://www.ruthenia.ru/folklore/thompson/l.htm
L400,Pride brought low.,https://www.ruthenia.ru/folklore/thompson/l.htm
L410,Proud ruler,https://www.ruthenia.ru/folklore/thompson/l.htm
L420,Overweening,https://www.ruthenia.ru/folklore/thompson/l.htm
L430,Arrogance repaid.,https://www.ruthenia.ru/folklore/thompson/l.htm
L450,Proud animal less,https://www.ruthenia.ru/folklore/thompson/l.htm
L460,Pride brought,https://www.ruthenia.ru/folklore/thompson/l.htm
M0,Judgments and,https://www.ruthenia.ru/folklore/thompson/m.htm
M10,Irrevocable,https://www.ruthenia.ru/folklore/thompson/m.htm
M20,Short-sighted,https://www.ruthenia.ru/folklore/thompson/m.htm
M50,Other judgments and,https://www.ruthenia.ru/folklore/thompson/m.htm
M90,Judgments and,https://www.ruthenia.ru/folklore/thompson/m.htm
M100,Vows and oaths,https://www.ruthenia.ru/folklore/thompson/m.htm
M110,Taking of vows and,https://www.ruthenia.ru/folklore/thompson/m.htm
M120,Vows concerning,https://www.ruthenia.ru/folklore/thompson/m.htm
M130,Vows concerning,https://www.ruthenia.ru/folklore/thompson/m.htm
M150,Other vows and,https://www.ruthenia.ru/folklore/thompson/m.htm
M200,Bargains and,https://www.ruthenia.ru/folklore/thompson/m.htm
M210,Bargain with devil,https://www.ruthenia.ru/folklore/thompson/m.htm
M220,Other bargains,https://www.ruthenia.ru/folklore/thompson/m.htm
M250,Promises connected,https://www.ruthenia.ru/folklore/thompson/m.htm
M260,Other promises,https://www.ruthenia.ru/folklore/thompson/m.htm
M290,Bargains and,https://www.ruthenia.ru/folklore/thompson/m.htm
M300,Prophecies,https://www.ruthenia.ru/folklore/thompson/m.htm
M310,Favorable,https://www.ruthenia.ru/folklore/thompson/m.htm
M340,Unfavorable,https://www.ruthenia.ru/folklore/thompson/m.htm
M360,Other prophecies,https://www.ruthenia.ru/folklore/thompson/m.htm
M370,Vain attempts to,https://www.ruthenia.ru/folklore/thompson/m.htm
M400,Curses,https://www.ruthenia.ru/folklore/thompson/m.htm
M410,Pronouncement of,https://www.ruthenia.ru/folklore/thompson/m.htm
M420,Enduring and,https://www.ruthenia.ru/folklore/thompson/m.htm
M430,Curses on persons,https://www.ruthenia.ru/folklore/thompson/m.htm
M460,Curses on families,https://www.ruthenia.ru/folklore/thompson/m.htm
M0,Judgments and,https://www.ruthenia.ru/folklore/thompson/m.htm
M10,Irrevocable,https://www.ruthenia.ru/folklore/thompson/m.htm
M20,Short-sighted,https://www.ruthenia.ru/folklore/thompson/m.htm
M50,Other judgments and,https://www.ruthenia.ru/folklore/thompson/m.htm
M90,Judgments and,https://www.ruthenia.ru/folklore/thompson/m.htm
M100,Vows and oaths.,https://www.ruthenia.ru/folklore/thompson/m.htm
M110,Taking of vows and,https://www.ruthenia.ru/folklore/thompson/m.htm
M120,Vows concerning,https://www.ruthenia.ru/folklore/thompson/m.htm
M130,Vows concerning sex.,https://www.ruthenia.ru/folklore/thompson/m.htm
M150,Other vows and,https://www.ruthenia.ru/folklore/thompson/m.htm
M200,Bargains and,https://www.ruthenia.ru/folklore/thompson/m.htm
M210,Bargain with,https://www.ruthenia.ru/folklore/thompson/m.htm
M220,Other bargains.,https://www.ruthenia.ru/folklore/thompson/m.htm
M250,Promises connected,https://www.ruthenia.ru/folklore/thompson/m.htm
M260,Other promises.,https://www.ruthenia.ru/folklore/thompson/m.htm
M290,Bargains and,https://www.ruthenia.ru/folklore/thompson/m.htm
K551.11,Ten-year respite given captive while he undertakes to,https://www.ruthenia.ru/folklore/thompson/m.htm
M300,Prophecies.,https://www.ruthenia.ru/folklore/thompson/m.htm
M310,Favorable,https://www.ruthenia.ru/folklore/thompson/m.htm
M340,Unfavorable,https://www.ruthenia.ru/folklore/thompson/m.htm
M360,Other prophecies.,https://www.ruthenia.ru/folklore/thompson/m.htm
M370,Vain attempts to,https://www.ruthenia.ru/folklore/thompson/m.htm
M400,Curses.,https://www.ruthenia.ru/folklore/thompson/m.htm
M410,Pronouncement of,https://www.ruthenia.ru/folklore/thompson/m.htm
M420,Enduring and,https://www.ruthenia.ru/folklore/thompson/m.htm
M430,Curses on persons.,https://www.ruthenia.ru/folklore/thompson/m.htm
M460,Curses on,https://www.ruthenia.ru/folklore/thompson/m.htm
M470,Curses on objects,https://www.ruthenia.ru/folklore/thompson/m.htm
N0,Wagers and gambling,https://www.ruthenia.ru/folklore/thompson/n.htm
N10,"Wagers on wives,",https://www.ruthenia.ru/folklore/thompson/n.htm
N50,Other wagers,https://www.ruthenia.ru/folklore/thompson/n.htm
N90,Wagers and,https://www.ruthenia.ru/folklore/thompson/n.htm
N100,Nature of luck and,https://www.ruthenia.ru/folklore/thompson/n.htm
N110,Luck and fate,https://www.ruthenia.ru/folklore/thompson/n.htm
N120,Determination of,https://www.ruthenia.ru/folklore/thompson/n.htm
N130,Changing of luck,https://www.ruthenia.ru/folklore/thompson/n.htm
N140,Nature of luck and,https://www.ruthenia.ru/folklore/thompson/n.htm
N170,The capriciousness,https://www.ruthenia.ru/folklore/thompson/n.htm
N200,The good gifts of,https://www.ruthenia.ru/folklore/thompson/n.htm
N250,Persistent bad,https://www.ruthenia.ru/folklore/thompson/n.htm
N270,Crime inevitably,https://www.ruthenia.ru/folklore/thompson/n.htm
N300,Unlucky accidents,https://www.ruthenia.ru/folklore/thompson/n.htm
N310,Accidental,https://www.ruthenia.ru/folklore/thompson/n.htm
N320,Person unwittingly,https://www.ruthenia.ru/folklore/thompson/n.htm
N330,Accidental killing,https://www.ruthenia.ru/folklore/thompson/n.htm
N340,Hasty killing or,https://www.ruthenia.ru/folklore/thompson/n.htm
N350,Accidental loss of,https://www.ruthenia.ru/folklore/thompson/n.htm
N360,Man unwittingly,https://www.ruthenia.ru/folklore/thompson/n.htm
N380,Other unlucky,https://www.ruthenia.ru/folklore/thompson/n.htm
N440,Valuable secrets,https://www.ruthenia.ru/folklore/thompson/n.htm
N450,Secrets overheard,https://www.ruthenia.ru/folklore/thompson/n.htm
N500,Treasure trove,https://www.ruthenia.ru/folklore/thompson/n.htm
N510,Where treasure is,https://www.ruthenia.ru/folklore/thompson/n.htm
N530,Discovery of,https://www.ruthenia.ru/folklore/thompson/n.htm
N550,Unearthing hidden,https://www.ruthenia.ru/folklore/thompson/n.htm
N570,Guardian of,https://www.ruthenia.ru/folklore/thompson/n.htm
N590,Treasure,https://www.ruthenia.ru/folklore/thompson/n.htm
N610,Accidental,https://www.ruthenia.ru/folklore/thompson/n.htm
N620,Accidental success,https://www.ruthenia.ru/folklore/thompson/n.htm
N630,Accidental,https://www.ruthenia.ru/folklore/thompson/n.htm
N640,Accidental healing,https://www.ruthenia.ru/folklore/thompson/n.htm
N650,Life saved by,https://www.ruthenia.ru/folklore/thompson/n.htm
N680,Lucky,https://www.ruthenia.ru/folklore/thompson/n.htm
N700,Accidental,https://www.ruthenia.ru/folklore/thompson/n.htm
N710,Accidental meeting,https://www.ruthenia.ru/folklore/thompson/n.htm
N730,Accidental reunion,https://www.ruthenia.ru/folklore/thompson/n.htm
N760,Other accidental,https://www.ruthenia.ru/folklore/thompson/n.htm
N770,Experiences,https://www.ruthenia.ru/folklore/thompson/n.htm
N800,Helpers,https://www.ruthenia.ru/folklore/thompson/n.htm
N810,Supernatural,https://www.ruthenia.ru/folklore/thompson/n.htm
N820,Human helpers,https://www.ruthenia.ru/folklore/thompson/n.htm
N0,Wagers and gambling.,https://www.ruthenia.ru/folklore/thompson/n.htm
N10,"Wagers on wives,",https://www.ruthenia.ru/folklore/thompson/n.htm
N50,Other wagers.,https://www.ruthenia.ru/folklore/thompson/n.htm
N90,Wagers and,https://www.ruthenia.ru/folklore/thompson/n.htm
N100,Nature of luck and,https://www.ruthenia.ru/folklore/thompson/n.htm
N110,Luck and fate,https://www.ruthenia.ru/folklore/thompson/n.htm
N120,Determination of,https://www.ruthenia.ru/folklore/thompson/n.htm
N130,Changing of luck,https://www.ruthenia.ru/folklore/thompson/n.htm
N140,Nature of luck and,https://www.ruthenia.ru/folklore/thompson/n.htm
N170,The capriciousness,https://www.ruthenia.ru/folklore/thompson/n.htm
N200,The good gifts of,https://www.ruthenia.ru/folklore/thompson/n.htm
N250,Persistent bad,https://www.ruthenia.ru/folklore/thompson/n.htm
N270,Crime inevitably,https://www.ruthenia.ru/folklore/thompson/n.htm
N300,Unlucky accidents.,https://www.ruthenia.ru/folklore/thompson/n.htm
N310,Accidental,https://www.ruthenia.ru/folklore/thompson/n.htm
N320,Person unwittingly,https://www.ruthenia.ru/folklore/thompson/n.htm
M343,(Parricide prophecy).,https://www.ruthenia.ru/folklore/thompson/n.htm
N330,Accidental killing,https://www.ruthenia.ru/folklore/thompson/n.htm
N340,Hasty killing or,https://www.ruthenia.ru/folklore/thompson/n.htm
N350,Accidental loss of,https://www.ruthenia.ru/folklore/thompson/n.htm
N360,Man unwittingly,https://www.ruthenia.ru/folklore/thompson/n.htm
M344,Heptameron No. 30; Spanish: Boggs FFC XC 117 No. 983; Italian Novella:,https://www.ruthenia.ru/folklore/thompson/n.htm
N380,Other unlucky,https://www.ruthenia.ru/folklore/thompson/n.htm
N400,Lucky accident.,https://www.ruthenia.ru/folklore/thompson/n.htm
N410,Lucky business,https://www.ruthenia.ru/folklore/thompson/n.htm
N440,Valuable secrets,https://www.ruthenia.ru/folklore/thompson/n.htm
N450,Secrets overheard.,https://www.ruthenia.ru/folklore/thompson/n.htm
N500,Treasure trove.,https://www.ruthenia.ru/folklore/thompson/n.htm
N510,Where treasure is,https://www.ruthenia.ru/folklore/thompson/n.htm
N530,Discovery of,https://www.ruthenia.ru/folklore/thompson/n.htm
N550,Unearthing hidden,https://www.ruthenia.ru/folklore/thompson/n.htm
N570,Guardian of,https://www.ruthenia.ru/folklore/thompson/n.htm
N590,Treasure,https://www.ruthenia.ru/folklore/thompson/n.htm
N610,Accidental,https://www.ruthenia.ru/folklore/thompson/n.htm
N620,Accidental success,https://www.ruthenia.ru/folklore/thompson/n.htm
N630,Accidental,https://www.ruthenia.ru/folklore/thompson/n.htm
N640,Accidental,https://www.ruthenia.ru/folklore/thompson/n.htm
N650,Life saved by,https://www.ruthenia.ru/folklore/thompson/n.htm
N660,Accidental,https://www.ruthenia.ru/folklore/thompson/n.htm
N680,Lucky,https://www.ruthenia.ru/folklore/thompson/n.htm
G570,Ogre overawed.,https://www.ruthenia.ru/folklore/thompson/n.htm
N700,Accidental,https://www.ruthenia.ru/folklore/thompson/n.htm
N710,Accidental meeting,https://www.ruthenia.ru/folklore/thompson/n.htm
N730,Accidental reunion,https://www.ruthenia.ru/folklore/thompson/n.htm
N760,Other accidental,https://www.ruthenia.ru/folklore/thompson/n.htm
N770,Experiences,https://www.ruthenia.ru/folklore/thompson/n.htm
N800,Helpers.,https://www.ruthenia.ru/folklore/thompson/n.htm
N810,Supernatural,https://www.ruthenia.ru/folklore/thompson/n.htm
N820,Human helpers.,https://www.ruthenia.ru/folklore/thompson/n.htm
P0,Royalty and nobility,https://www.ruthenia.ru/folklore/thompson/p.htm
P10,Kings,https://www.ruthenia.ru/folklore/thompson/p.htm
P20,Queens,https://www.ruthenia.ru/folklore/thompson/p.htm
P30,Princes,https://www.ruthenia.ru/folklore/thompson/p.htm
P40,Princesses,https://www.ruthenia.ru/folklore/thompson/p.htm
P50,Noblemen (knights),https://www.ruthenia.ru/folklore/thompson/p.htm
P60,Noble (gentle),https://www.ruthenia.ru/folklore/thompson/p.htm
P90,Royalty and,https://www.ruthenia.ru/folklore/thompson/p.htm
P110,Royal ministers,https://www.ruthenia.ru/folklore/thompson/p.htm
P120,Church dignitaries,https://www.ruthenia.ru/folklore/thompson/p.htm
P150,Rich men,https://www.ruthenia.ru/folklore/thompson/p.htm
P160,Beggars,https://www.ruthenia.ru/folklore/thompson/p.htm
P170,Slaves,https://www.ruthenia.ru/folklore/thompson/p.htm
P190,Other social,https://www.ruthenia.ru/folklore/thompson/p.htm
P200,The family,https://www.ruthenia.ru/folklore/thompson/p.htm
P210,Husband and wife,https://www.ruthenia.ru/folklore/thompson/p.htm
P230,Parents and,https://www.ruthenia.ru/folklore/thompson/p.htm
P250,Brothers and,https://www.ruthenia.ru/folklore/thompson/p.htm
P260,Relations by law,https://www.ruthenia.ru/folklore/thompson/p.htm
P270,Foster relatives,https://www.ruthenia.ru/folklore/thompson/p.htm
P280,Steprelatives,https://www.ruthenia.ru/folklore/thompson/p.htm
P290,Other relatives,https://www.ruthenia.ru/folklore/thompson/p.htm
P310,Friendship,https://www.ruthenia.ru/folklore/thompson/p.htm
P320,Hospitality,https://www.ruthenia.ru/folklore/thompson/p.htm
P340,Teacher and pupil,https://www.ruthenia.ru/folklore/thompson/p.htm
P360,Master and servant,https://www.ruthenia.ru/folklore/thompson/p.htm
P400,Trades and,https://www.ruthenia.ru/folklore/thompson/p.htm
P410,Laborers,https://www.ruthenia.ru/folklore/thompson/p.htm
P420,Learned,https://www.ruthenia.ru/folklore/thompson/p.htm
P430,Financiers and,https://www.ruthenia.ru/folklore/thompson/p.htm
P440,Artisans,https://www.ruthenia.ru/folklore/thompson/p.htm
P460,Other trades and,https://www.ruthenia.ru/folklore/thompson/p.htm
P500,Government,https://www.ruthenia.ru/folklore/thompson/p.htm
P510,Law courts,https://www.ruthenia.ru/folklore/thompson/p.htm
P550,Military affairs,https://www.ruthenia.ru/folklore/thompson/p.htm
P600,Customs.,https://www.ruthenia.ru/folklore/thompson/p.htm
P710,Nations,https://www.ruthenia.ru/folklore/thompson/p.htm
P0,Royalty and,https://www.ruthenia.ru/folklore/thompson/p.htm
P10,Kings.,https://www.ruthenia.ru/folklore/thompson/p.htm
P20,Queens.,https://www.ruthenia.ru/folklore/thompson/p.htm
P30,Princes.,https://www.ruthenia.ru/folklore/thompson/p.htm
P40,Princesses.,https://www.ruthenia.ru/folklore/thompson/p.htm
P50,Noblemen (knights).,https://www.ruthenia.ru/folklore/thompson/p.htm
P60,Noble (gentle),https://www.ruthenia.ru/folklore/thompson/p.htm
P90,Royalty and,https://www.ruthenia.ru/folklore/thompson/p.htm
P110,Royal ministers.,https://www.ruthenia.ru/folklore/thompson/p.htm
P120,Church,https://www.ruthenia.ru/folklore/thompson/p.htm
P150,Rich men.,https://www.ruthenia.ru/folklore/thompson/p.htm
P160,Beggars.,https://www.ruthenia.ru/folklore/thompson/p.htm
P170,Slaves.,https://www.ruthenia.ru/folklore/thompson/p.htm
P190,Other social,https://www.ruthenia.ru/folklore/thompson/p.htm
P200,The family.,https://www.ruthenia.ru/folklore/thompson/p.htm
P210,Husband and wife.,https://www.ruthenia.ru/folklore/thompson/p.htm
P230,Parents and,https://www.ruthenia.ru/folklore/thompson/p.htm
P250,Brothers and,https://www.ruthenia.ru/folklore/thompson/p.htm
P260,Relations by law.,https://www.ruthenia.ru/folklore/thompson/p.htm
P270,Foster relatives.,https://www.ruthenia.ru/folklore/thompson/p.htm
P280,Steprelatives.,https://www.ruthenia.ru/folklore/thompson/p.htm
P290,Other relatives.,https://www.ruthenia.ru/folklore/thompson/p.htm
N811,and all references and cross-references.,https://www.ruthenia.ru/folklore/thompson/p.htm
P310,Friendship.,https://www.ruthenia.ru/folklore/thompson/p.htm
P320,Hospitality.,https://www.ruthenia.ru/folklore/thompson/p.htm
P340,Teacher and pupil.,https://www.ruthenia.ru/folklore/thompson/p.htm
P360,Master and,https://www.ruthenia.ru/folklore/thompson/p.htm
P400,Trades and,https://www.ruthenia.ru/folklore/thompson/p.htm
P410,Laborers.,https://www.ruthenia.ru/folklore/thompson/p.htm
P420,Learned,https://www.ruthenia.ru/folklore/thompson/p.htm
P440,Artisans.,https://www.ruthenia.ru/folklore/thompson/p.htm
P460,Other trades and professions.,https://www.ruthenia.ru/folklore/thompson/p.htm
P500,Government.,https://www.ruthenia.ru/folklore/thompson/p.htm
P510,Law courts.,https://www.ruthenia.ru/folklore/thompson/p.htm
P550,Military affairs.,https://www.ruthenia.ru/folklore/thompson/p.htm
P600,Customs.,https://www.ruthenia.ru/folklore/thompson/p.htm
P710,Nations.,https://www.ruthenia.ru/folklore/thompson/p.htm
P720,Population.,https://www.ruthenia.ru/folklore/thompson/p.htm
Q0,Rewards and punishments,https://www.ruthenia.ru/folklore/thompson/q.htm
Q10,Deeds rewarded,https://www.ruthenia.ru/folklore/thompson/q.htm
Q20,Piety rewarded,https://www.ruthenia.ru/folklore/thompson/q.htm
Q40,Kindness rewarded,https://www.ruthenia.ru/folklore/thompson/q.htm
Q60,Other good,https://www.ruthenia.ru/folklore/thompson/q.htm
Q80,Rewards for other,https://www.ruthenia.ru/folklore/thompson/q.htm
Q100,Nature of rewards,https://www.ruthenia.ru/folklore/thompson/q.htm
Q110,Material rewards,https://www.ruthenia.ru/folklore/thompson/q.htm
Q140,Miraculous or,https://www.ruthenia.ru/folklore/thompson/q.htm
Q150,Immunity from,https://www.ruthenia.ru/folklore/thompson/q.htm
Q170,Religious rewards,https://www.ruthenia.ru/folklore/thompson/q.htm
Q200,Deeds punished,https://www.ruthenia.ru/folklore/thompson/q.htm
Q210,Crimes punished,https://www.ruthenia.ru/folklore/thompson/q.htm
Q220,Impiety punished,https://www.ruthenia.ru/folklore/thompson/q.htm
Q240,Sexual sins,https://www.ruthenia.ru/folklore/thompson/q.htm
Q260,Deceptions,https://www.ruthenia.ru/folklore/thompson/q.htm
Q270,Misdeeds,https://www.ruthenia.ru/folklore/thompson/q.htm
Q280,Unkindness,https://www.ruthenia.ru/folklore/thompson/q.htm
Q300,Contentiousness,https://www.ruthenia.ru/folklore/thompson/q.htm
Q320,Evil personal,https://www.ruthenia.ru/folklore/thompson/q.htm
Q330,Overweening,https://www.ruthenia.ru/folklore/thompson/q.htm
Q340,Meddling punished,https://www.ruthenia.ru/folklore/thompson/q.htm
Q380,Deeds,https://www.ruthenia.ru/folklore/thompson/q.htm
Q400,Kinds of,https://www.ruthenia.ru/folklore/thompson/q.htm
Q410,Capital punishment,https://www.ruthenia.ru/folklore/thompson/q.htm
Q430,Abridgement of,https://www.ruthenia.ru/folklore/thompson/q.htm
Q450,Cruel punishments,https://www.ruthenia.ru/folklore/thompson/q.htm
Q470,Humiliating,https://www.ruthenia.ru/folklore/thompson/q.htm
Q500,Tedious,https://www.ruthenia.ru/folklore/thompson/q.htm
Q520,Penances,https://www.ruthenia.ru/folklore/thompson/q.htm
Q550,Miraculous,https://www.ruthenia.ru/folklore/thompson/q.htm
Q560,Punishments in,https://www.ruthenia.ru/folklore/thompson/q.htm
Q570,Punishment and,https://www.ruthenia.ru/folklore/thompson/q.htm
Q580,Punishment fitted,https://www.ruthenia.ru/folklore/thompson/q.htm
Q590,Miscellaneous,https://www.ruthenia.ru/folklore/thompson/q.htm
Q0,Rewards and,https://www.ruthenia.ru/folklore/thompson/q.htm
Q10,Deeds rewarded.,https://www.ruthenia.ru/folklore/thompson/q.htm
Q20,Piety rewarded.,https://www.ruthenia.ru/folklore/thompson/q.htm
Q40,Kindness rewarded.,https://www.ruthenia.ru/folklore/thompson/q.htm
Q60,Other good,https://www.ruthenia.ru/folklore/thompson/q.htm
Q80,Rewards for other,https://www.ruthenia.ru/folklore/thompson/q.htm
Q100,Nature of rewards.,https://www.ruthenia.ru/folklore/thompson/q.htm
Q110,Material rewards.,https://www.ruthenia.ru/folklore/thompson/q.htm
Q140,Miraculous or,https://www.ruthenia.ru/folklore/thompson/q.htm
Q150,Immunity from,https://www.ruthenia.ru/folklore/thompson/q.htm
Q170,Religious rewards.,https://www.ruthenia.ru/folklore/thompson/q.htm
Q200,Deeds punished.,https://www.ruthenia.ru/folklore/thompson/q.htm
Q210,Crimes punished.,https://www.ruthenia.ru/folklore/thompson/q.htm
Q220,Impiety punished.,https://www.ruthenia.ru/folklore/thompson/q.htm
Q240,Sexual sins,https://www.ruthenia.ru/folklore/thompson/q.htm
Q260,Deceptions,https://www.ruthenia.ru/folklore/thompson/q.htm
